image_path,target
./image_data/preprocessing_images\A\A478.jpg,0.0
./image_data/preprocessing_images\Y\Y970.jpg,24.0
./image_data/preprocessing_images\L\L652.jpg,11.0
./image_data/preprocessing_images\V\V692.jpg,21.0
./image_data/preprocessing_images\A\A567.jpg,0.0
./image_data/preprocessing_images\N\N627.jpg,13.0
./image_data/preprocessing_images\P\P918.jpg,15.0
./image_data/preprocessing_images\J\J760.jpg,9.0
./image_data/preprocessing_images\A\A640.jpg,0.0
./image_data/preprocessing_images\L\L742.jpg,11.0
./image_data/preprocessing_images\L\L82.jpg,11.0
./image_data/preprocessing_images\C\C451.jpg,2.0
./image_data/preprocessing_images\R\R402.jpg,17.0
./image_data/preprocessing_images\R\R66.jpg,17.0
./image_data/preprocessing_images\C\C574.jpg,2.0
./image_data/preprocessing_images\Q\Q159.jpg,16.0
./image_data/preprocessing_images\space\space893.jpg,28.0
./image_data/preprocessing_images\D\D103.jpg,3.0
./image_data/preprocessing_images\S\S605.jpg,18.0
./image_data/preprocessing_images\nothing\nothing560.jpg,27.0
./image_data/preprocessing_images\T\T905.jpg,19.0
./image_data/preprocessing_images\K\K536.jpg,10.0
./image_data/preprocessing_images\Y\Y554.jpg,24.0
./image_data/preprocessing_images\Q\Q602.jpg,16.0
./image_data/preprocessing_images\B\B836.jpg,1.0
./image_data/preprocessing_images\T\T913.jpg,19.0
./image_data/preprocessing_images\Z\Z863.jpg,25.0
./image_data/preprocessing_images\F\F180.jpg,5.0
./image_data/preprocessing_images\F\F246.jpg,5.0
./image_data/preprocessing_images\D\D210.jpg,3.0
./image_data/preprocessing_images\B\B225.jpg,1.0
./image_data/preprocessing_images\Z\Z313.jpg,25.0
./image_data/preprocessing_images\del\del105.jpg,26.0
./image_data/preprocessing_images\S\S75.jpg,18.0
./image_data/preprocessing_images\Y\Y446.jpg,24.0
./image_data/preprocessing_images\X\X808.jpg,23.0
./image_data/preprocessing_images\I\I783.jpg,8.0
./image_data/preprocessing_images\Y\Y54.jpg,24.0
./image_data/preprocessing_images\F\F464.jpg,5.0
./image_data/preprocessing_images\S\S818.jpg,18.0
./image_data/preprocessing_images\U\U31.jpg,20.0
./image_data/preprocessing_images\M\M886.jpg,12.0
./image_data/preprocessing_images\W\W24.jpg,22.0
./image_data/preprocessing_images\F\F486.jpg,5.0
./image_data/preprocessing_images\A\A691.jpg,0.0
./image_data/preprocessing_images\E\E189.jpg,4.0
./image_data/preprocessing_images\F\F113.jpg,5.0
./image_data/preprocessing_images\V\V163.jpg,21.0
./image_data/preprocessing_images\C\C959.jpg,2.0
./image_data/preprocessing_images\Z\Z212.jpg,25.0
./image_data/preprocessing_images\D\D453.jpg,3.0
./image_data/preprocessing_images\W\W204.jpg,22.0
./image_data/preprocessing_images\L\L153.jpg,11.0
./image_data/preprocessing_images\Y\Y549.jpg,24.0
./image_data/preprocessing_images\U\U186.jpg,20.0
./image_data/preprocessing_images\R\R7.jpg,17.0
./image_data/preprocessing_images\C\C758.jpg,2.0
./image_data/preprocessing_images\M\M494.jpg,12.0
./image_data/preprocessing_images\T\T188.jpg,19.0
./image_data/preprocessing_images\P\P543.jpg,15.0
./image_data/preprocessing_images\V\V231.jpg,21.0
./image_data/preprocessing_images\V\V286.jpg,21.0
./image_data/preprocessing_images\X\X694.jpg,23.0
./image_data/preprocessing_images\N\N815.jpg,13.0
./image_data/preprocessing_images\G\G213.jpg,6.0
./image_data/preprocessing_images\E\E875.jpg,4.0
./image_data/preprocessing_images\B\B514.jpg,1.0
./image_data/preprocessing_images\M\M155.jpg,12.0
./image_data/preprocessing_images\U\U281.jpg,20.0
./image_data/preprocessing_images\G\G154.jpg,6.0
./image_data/preprocessing_images\T\T232.jpg,19.0
./image_data/preprocessing_images\L\L20.jpg,11.0
./image_data/preprocessing_images\I\I890.jpg,8.0
./image_data/preprocessing_images\W\W833.jpg,22.0
./image_data/preprocessing_images\Q\Q763.jpg,16.0
./image_data/preprocessing_images\K\K443.jpg,10.0
./image_data/preprocessing_images\K\K577.jpg,10.0
./image_data/preprocessing_images\B\B690.jpg,1.0
./image_data/preprocessing_images\F\F91.jpg,5.0
./image_data/preprocessing_images\S\S931.jpg,18.0
./image_data/preprocessing_images\M\M767.jpg,12.0
./image_data/preprocessing_images\B\B659.jpg,1.0
./image_data/preprocessing_images\T\T434.jpg,19.0
./image_data/preprocessing_images\Y\Y917.jpg,24.0
./image_data/preprocessing_images\W\W687.jpg,22.0
./image_data/preprocessing_images\A\A700.jpg,0.0
./image_data/preprocessing_images\Y\Y604.jpg,24.0
./image_data/preprocessing_images\del\del870.jpg,26.0
./image_data/preprocessing_images\P\P502.jpg,15.0
./image_data/preprocessing_images\J\J501.jpg,9.0
./image_data/preprocessing_images\T\T648.jpg,19.0
./image_data/preprocessing_images\L\L943.jpg,11.0
./image_data/preprocessing_images\T\T901.jpg,19.0
./image_data/preprocessing_images\M\M337.jpg,12.0
./image_data/preprocessing_images\space\space621.jpg,28.0
./image_data/preprocessing_images\Y\Y417.jpg,24.0
./image_data/preprocessing_images\space\space948.jpg,28.0
./image_data/preprocessing_images\V\V722.jpg,21.0
./image_data/preprocessing_images\nothing\nothing806.jpg,27.0
./image_data/preprocessing_images\S\S838.jpg,18.0
./image_data/preprocessing_images\N\N752.jpg,13.0
./image_data/preprocessing_images\I\I203.jpg,8.0
./image_data/preprocessing_images\P\P295.jpg,15.0
./image_data/preprocessing_images\I\I614.jpg,8.0
./image_data/preprocessing_images\nothing\nothing435.jpg,27.0
./image_data/preprocessing_images\R\R58.jpg,17.0
./image_data/preprocessing_images\S\S123.jpg,18.0
./image_data/preprocessing_images\L\L423.jpg,11.0
./image_data/preprocessing_images\J\J756.jpg,9.0
./image_data/preprocessing_images\D\D468.jpg,3.0
./image_data/preprocessing_images\I\I148.jpg,8.0
./image_data/preprocessing_images\B\B454.jpg,1.0
./image_data/preprocessing_images\G\G578.jpg,6.0
./image_data/preprocessing_images\I\I646.jpg,8.0
./image_data/preprocessing_images\nothing\nothing626.jpg,27.0
./image_data/preprocessing_images\R\R712.jpg,17.0
./image_data/preprocessing_images\V\V174.jpg,21.0
./image_data/preprocessing_images\del\del845.jpg,26.0
./image_data/preprocessing_images\J\J860.jpg,9.0
./image_data/preprocessing_images\nothing\nothing830.jpg,27.0
./image_data/preprocessing_images\del\del978.jpg,26.0
./image_data/preprocessing_images\del\del188.jpg,26.0
./image_data/preprocessing_images\C\C609.jpg,2.0
./image_data/preprocessing_images\K\K449.jpg,10.0
./image_data/preprocessing_images\nothing\nothing752.jpg,27.0
./image_data/preprocessing_images\O\O284.jpg,14.0
./image_data/preprocessing_images\nothing\nothing929.jpg,27.0
./image_data/preprocessing_images\U\U967.jpg,20.0
./image_data/preprocessing_images\E\E805.jpg,4.0
./image_data/preprocessing_images\F\F545.jpg,5.0
./image_data/preprocessing_images\F\F357.jpg,5.0
./image_data/preprocessing_images\I\I620.jpg,8.0
./image_data/preprocessing_images\M\M791.jpg,12.0
./image_data/preprocessing_images\G\G864.jpg,6.0
./image_data/preprocessing_images\Z\Z24.jpg,25.0
./image_data/preprocessing_images\I\I2.jpg,8.0
./image_data/preprocessing_images\S\S213.jpg,18.0
./image_data/preprocessing_images\A\A891.jpg,0.0
./image_data/preprocessing_images\space\space730.jpg,28.0
./image_data/preprocessing_images\P\P744.jpg,15.0
./image_data/preprocessing_images\space\space825.jpg,28.0
./image_data/preprocessing_images\F\F469.jpg,5.0
./image_data/preprocessing_images\Z\Z721.jpg,25.0
./image_data/preprocessing_images\N\N695.jpg,13.0
./image_data/preprocessing_images\H\H780.jpg,7.0
./image_data/preprocessing_images\V\V549.jpg,21.0
./image_data/preprocessing_images\Y\Y243.jpg,24.0
./image_data/preprocessing_images\A\A983.jpg,0.0
./image_data/preprocessing_images\F\F616.jpg,5.0
./image_data/preprocessing_images\J\J640.jpg,9.0
./image_data/preprocessing_images\Z\Z884.jpg,25.0
./image_data/preprocessing_images\P\P350.jpg,15.0
./image_data/preprocessing_images\Q\Q38.jpg,16.0
./image_data/preprocessing_images\H\H977.jpg,7.0
./image_data/preprocessing_images\C\C309.jpg,2.0
./image_data/preprocessing_images\nothing\nothing463.jpg,27.0
./image_data/preprocessing_images\R\R656.jpg,17.0
./image_data/preprocessing_images\O\O557.jpg,14.0
./image_data/preprocessing_images\Q\Q337.jpg,16.0
./image_data/preprocessing_images\Y\Y936.jpg,24.0
./image_data/preprocessing_images\P\P281.jpg,15.0
./image_data/preprocessing_images\Q\Q204.jpg,16.0
./image_data/preprocessing_images\T\T758.jpg,19.0
./image_data/preprocessing_images\space\space183.jpg,28.0
./image_data/preprocessing_images\D\D494.jpg,3.0
./image_data/preprocessing_images\H\H540.jpg,7.0
./image_data/preprocessing_images\T\T964.jpg,19.0
./image_data/preprocessing_images\M\M279.jpg,12.0
./image_data/preprocessing_images\X\X644.jpg,23.0
./image_data/preprocessing_images\J\J576.jpg,9.0
./image_data/preprocessing_images\nothing\nothing996.jpg,27.0
./image_data/preprocessing_images\M\M377.jpg,12.0
./image_data/preprocessing_images\D\D664.jpg,3.0
./image_data/preprocessing_images\nothing\nothing543.jpg,27.0
./image_data/preprocessing_images\P\P242.jpg,15.0
./image_data/preprocessing_images\J\J196.jpg,9.0
./image_data/preprocessing_images\L\L975.jpg,11.0
./image_data/preprocessing_images\K\K389.jpg,10.0
./image_data/preprocessing_images\V\V352.jpg,21.0
./image_data/preprocessing_images\Z\Z417.jpg,25.0
./image_data/preprocessing_images\J\J124.jpg,9.0
./image_data/preprocessing_images\V\V795.jpg,21.0
./image_data/preprocessing_images\F\F134.jpg,5.0
./image_data/preprocessing_images\K\K729.jpg,10.0
./image_data/preprocessing_images\J\J966.jpg,9.0
./image_data/preprocessing_images\X\X415.jpg,23.0
./image_data/preprocessing_images\nothing\nothing795.jpg,27.0
./image_data/preprocessing_images\U\U226.jpg,20.0
./image_data/preprocessing_images\W\W620.jpg,22.0
./image_data/preprocessing_images\U\U915.jpg,20.0
./image_data/preprocessing_images\G\G489.jpg,6.0
./image_data/preprocessing_images\I\I655.jpg,8.0
./image_data/preprocessing_images\Z\Z101.jpg,25.0
./image_data/preprocessing_images\R\R60.jpg,17.0
./image_data/preprocessing_images\Y\Y39.jpg,24.0
./image_data/preprocessing_images\I\I616.jpg,8.0
./image_data/preprocessing_images\I\I513.jpg,8.0
./image_data/preprocessing_images\O\O432.jpg,14.0
./image_data/preprocessing_images\G\G205.jpg,6.0
./image_data/preprocessing_images\U\U141.jpg,20.0
./image_data/preprocessing_images\H\H883.jpg,7.0
./image_data/preprocessing_images\U\U303.jpg,20.0
./image_data/preprocessing_images\A\A635.jpg,0.0
./image_data/preprocessing_images\nothing\nothing953.jpg,27.0
./image_data/preprocessing_images\H\H519.jpg,7.0
./image_data/preprocessing_images\S\S458.jpg,18.0
./image_data/preprocessing_images\H\H932.jpg,7.0
./image_data/preprocessing_images\nothing\nothing503.jpg,27.0
./image_data/preprocessing_images\I\I886.jpg,8.0
./image_data/preprocessing_images\U\U205.jpg,20.0
./image_data/preprocessing_images\X\X129.jpg,23.0
./image_data/preprocessing_images\B\B36.jpg,1.0
./image_data/preprocessing_images\K\K592.jpg,10.0
./image_data/preprocessing_images\W\W176.jpg,22.0
./image_data/preprocessing_images\S\S17.jpg,18.0
./image_data/preprocessing_images\U\U63.jpg,20.0
./image_data/preprocessing_images\N\N571.jpg,13.0
./image_data/preprocessing_images\Y\Y722.jpg,24.0
./image_data/preprocessing_images\N\N266.jpg,13.0
./image_data/preprocessing_images\O\O607.jpg,14.0
./image_data/preprocessing_images\K\K861.jpg,10.0
./image_data/preprocessing_images\N\N974.jpg,13.0
./image_data/preprocessing_images\I\I841.jpg,8.0
./image_data/preprocessing_images\B\B608.jpg,1.0
./image_data/preprocessing_images\X\X828.jpg,23.0
./image_data/preprocessing_images\del\del988.jpg,26.0
./image_data/preprocessing_images\Y\Y209.jpg,24.0
./image_data/preprocessing_images\del\del833.jpg,26.0
./image_data/preprocessing_images\E\E745.jpg,4.0
./image_data/preprocessing_images\W\W586.jpg,22.0
./image_data/preprocessing_images\B\B748.jpg,1.0
./image_data/preprocessing_images\Z\Z635.jpg,25.0
./image_data/preprocessing_images\H\H855.jpg,7.0
./image_data/preprocessing_images\H\H844.jpg,7.0
./image_data/preprocessing_images\A\A481.jpg,0.0
./image_data/preprocessing_images\L\L86.jpg,11.0
./image_data/preprocessing_images\M\M551.jpg,12.0
./image_data/preprocessing_images\space\space541.jpg,28.0
./image_data/preprocessing_images\A\A46.jpg,0.0
./image_data/preprocessing_images\V\V594.jpg,21.0
./image_data/preprocessing_images\Y\Y521.jpg,24.0
./image_data/preprocessing_images\Q\Q853.jpg,16.0
./image_data/preprocessing_images\nothing\nothing189.jpg,27.0
./image_data/preprocessing_images\A\A604.jpg,0.0
./image_data/preprocessing_images\B\B583.jpg,1.0
./image_data/preprocessing_images\K\K430.jpg,10.0
./image_data/preprocessing_images\A\A361.jpg,0.0
./image_data/preprocessing_images\Z\Z663.jpg,25.0
./image_data/preprocessing_images\B\B749.jpg,1.0
./image_data/preprocessing_images\I\I114.jpg,8.0
./image_data/preprocessing_images\A\A475.jpg,0.0
./image_data/preprocessing_images\X\X999.jpg,23.0
./image_data/preprocessing_images\H\H992.jpg,7.0
./image_data/preprocessing_images\E\E631.jpg,4.0
./image_data/preprocessing_images\K\K287.jpg,10.0
./image_data/preprocessing_images\R\R523.jpg,17.0
./image_data/preprocessing_images\U\U826.jpg,20.0
./image_data/preprocessing_images\H\H119.jpg,7.0
./image_data/preprocessing_images\S\S840.jpg,18.0
./image_data/preprocessing_images\R\R910.jpg,17.0
./image_data/preprocessing_images\S\S591.jpg,18.0
./image_data/preprocessing_images\K\K269.jpg,10.0
./image_data/preprocessing_images\N\N764.jpg,13.0
./image_data/preprocessing_images\O\O789.jpg,14.0
./image_data/preprocessing_images\I\I352.jpg,8.0
./image_data/preprocessing_images\nothing\nothing45.jpg,27.0
./image_data/preprocessing_images\G\G779.jpg,6.0
./image_data/preprocessing_images\del\del483.jpg,26.0
./image_data/preprocessing_images\Z\Z749.jpg,25.0
./image_data/preprocessing_images\E\E920.jpg,4.0
./image_data/preprocessing_images\L\L527.jpg,11.0
./image_data/preprocessing_images\A\A162.jpg,0.0
./image_data/preprocessing_images\X\X993.jpg,23.0
./image_data/preprocessing_images\R\R67.jpg,17.0
./image_data/preprocessing_images\C\C689.jpg,2.0
./image_data/preprocessing_images\U\U436.jpg,20.0
./image_data/preprocessing_images\N\N406.jpg,13.0
./image_data/preprocessing_images\V\V73.jpg,21.0
./image_data/preprocessing_images\R\R800.jpg,17.0
./image_data/preprocessing_images\L\L289.jpg,11.0
./image_data/preprocessing_images\J\J820.jpg,9.0
./image_data/preprocessing_images\L\L863.jpg,11.0
./image_data/preprocessing_images\B\B213.jpg,1.0
./image_data/preprocessing_images\W\W720.jpg,22.0
./image_data/preprocessing_images\space\space617.jpg,28.0
./image_data/preprocessing_images\D\D943.jpg,3.0
./image_data/preprocessing_images\E\E650.jpg,4.0
./image_data/preprocessing_images\N\N590.jpg,13.0
./image_data/preprocessing_images\Y\Y133.jpg,24.0
./image_data/preprocessing_images\H\H398.jpg,7.0
./image_data/preprocessing_images\O\O352.jpg,14.0
./image_data/preprocessing_images\space\space488.jpg,28.0
./image_data/preprocessing_images\K\K954.jpg,10.0
./image_data/preprocessing_images\I\I660.jpg,8.0
./image_data/preprocessing_images\M\M805.jpg,12.0
./image_data/preprocessing_images\L\L779.jpg,11.0
./image_data/preprocessing_images\H\H798.jpg,7.0
./image_data/preprocessing_images\W\W950.jpg,22.0
./image_data/preprocessing_images\P\P499.jpg,15.0
./image_data/preprocessing_images\N\N427.jpg,13.0
./image_data/preprocessing_images\A\A644.jpg,0.0
./image_data/preprocessing_images\I\I935.jpg,8.0
./image_data/preprocessing_images\L\L212.jpg,11.0
./image_data/preprocessing_images\U\U638.jpg,20.0
./image_data/preprocessing_images\L\L836.jpg,11.0
./image_data/preprocessing_images\D\D818.jpg,3.0
./image_data/preprocessing_images\J\J868.jpg,9.0
./image_data/preprocessing_images\E\E816.jpg,4.0
./image_data/preprocessing_images\O\O626.jpg,14.0
./image_data/preprocessing_images\U\U165.jpg,20.0
./image_data/preprocessing_images\T\T563.jpg,19.0
./image_data/preprocessing_images\M\M364.jpg,12.0
./image_data/preprocessing_images\H\H353.jpg,7.0
./image_data/preprocessing_images\X\X27.jpg,23.0
./image_data/preprocessing_images\V\V720.jpg,21.0
./image_data/preprocessing_images\E\E393.jpg,4.0
./image_data/preprocessing_images\X\X543.jpg,23.0
./image_data/preprocessing_images\Y\Y317.jpg,24.0
./image_data/preprocessing_images\X\X61.jpg,23.0
./image_data/preprocessing_images\W\W849.jpg,22.0
./image_data/preprocessing_images\E\E40.jpg,4.0
./image_data/preprocessing_images\E\E693.jpg,4.0
./image_data/preprocessing_images\I\I985.jpg,8.0
./image_data/preprocessing_images\L\L899.jpg,11.0
./image_data/preprocessing_images\N\N595.jpg,13.0
./image_data/preprocessing_images\U\U275.jpg,20.0
./image_data/preprocessing_images\Y\Y405.jpg,24.0
./image_data/preprocessing_images\T\T383.jpg,19.0
./image_data/preprocessing_images\L\L991.jpg,11.0
./image_data/preprocessing_images\T\T668.jpg,19.0
./image_data/preprocessing_images\T\T28.jpg,19.0
./image_data/preprocessing_images\V\V282.jpg,21.0
./image_data/preprocessing_images\C\C330.jpg,2.0
./image_data/preprocessing_images\space\space723.jpg,28.0
./image_data/preprocessing_images\O\O109.jpg,14.0
./image_data/preprocessing_images\O\O339.jpg,14.0
./image_data/preprocessing_images\F\F871.jpg,5.0
./image_data/preprocessing_images\T\T510.jpg,19.0
./image_data/preprocessing_images\J\J444.jpg,9.0
./image_data/preprocessing_images\del\del921.jpg,26.0
./image_data/preprocessing_images\N\N561.jpg,13.0
./image_data/preprocessing_images\del\del593.jpg,26.0
./image_data/preprocessing_images\D\D348.jpg,3.0
./image_data/preprocessing_images\L\L76.jpg,11.0
./image_data/preprocessing_images\H\H917.jpg,7.0
./image_data/preprocessing_images\K\K470.jpg,10.0
./image_data/preprocessing_images\Q\Q329.jpg,16.0
./image_data/preprocessing_images\space\space262.jpg,28.0
./image_data/preprocessing_images\X\X142.jpg,23.0
./image_data/preprocessing_images\I\I759.jpg,8.0
./image_data/preprocessing_images\nothing\nothing409.jpg,27.0
./image_data/preprocessing_images\X\X208.jpg,23.0
./image_data/preprocessing_images\X\X721.jpg,23.0
./image_data/preprocessing_images\del\del196.jpg,26.0
./image_data/preprocessing_images\T\T254.jpg,19.0
./image_data/preprocessing_images\C\C533.jpg,2.0
./image_data/preprocessing_images\B\B655.jpg,1.0
./image_data/preprocessing_images\O\O443.jpg,14.0
./image_data/preprocessing_images\del\del291.jpg,26.0
./image_data/preprocessing_images\K\K984.jpg,10.0
./image_data/preprocessing_images\V\V157.jpg,21.0
./image_data/preprocessing_images\Q\Q527.jpg,16.0
./image_data/preprocessing_images\R\R419.jpg,17.0
